PharmagkbID	Drug Names	Approved
PA450214	levofloxacin|L-Ofloxacin|Levokacin|Quixin|Elequine|Iquix|Cravit|Leroxacin|Tavanic|Floxel|Reskuin|Volequin|Lesacin|Levoxacin|Cravit Ophthalmic|Levox|Mosardal|Nofaxin|Levaquin	True
PA134687942	methotrimeprazine|Levomepromazine|Nosinan|Levoprome|Nozinan|Neurocil|Neozine	True
PA450215	levomethadyl acetate|1-alpha-acetylmethadol|Levacetylmethadol|LAAM|Levo-Methadyl Acetate|Levacetilmetadol [INN-Spanish]|Levomethadyl|Nor-LAAM|Levo-Alphacetylmethadol|Levacetylmethadolum [INN-Latin]|Orlaam	True
PA165958380	levonordefrin|Nordefrin	False
PA450218	levonorgestrel|SOH-075|Levonorgestrelum [INN-Latin]|Mirena|Trigoa|Tri-Levlen 21|Nordette 21|72-HOURS|Stediril 30|Trinordiol 21|Plan B|Microgynon 28|Microgyn|Norplant II|Microgynon Cd|Microgynon 30 Ed|Jadelle|Levlen|Microgynon 21|Norplant|Norplant 2|Trinordiol 28|Levonelle|Nordette|Nordette 28|Microgest Ed|Neogynon 21|Follistrel|Trivora|Monofeme 28|Levonova|Postinor-2|Tri-Levlen|Nordet|Ovranette|Microlution|Microval|Levora-21|Logynon Ed|Levlen Ed|Triciclor|Ovrette|Trifeme 28|Levora-28|Malloside|Ovral-Lo|Triagynon|NorLevo|Minivlar 30	True
PA164744368	levorphanol|Racemorfano [INN-Spanish]|Levorphanal|Dea No. 9733|Levorphanol Tartrate|Methorphinan|Racemethorphanum|Levorfanol [INN-Spanish]|Levorphanol Dl-Form|Levorphan|Levorfanolo [Dcit]|Dea No. 9220|Levorphanolum [INN-Latin]|Methorfinan [Czech]|Aromarone|Cetarin|Lemoran|Dromoran|Racemic Dromoran|Levo-Dromoran|Antalgin	True
PA164749138	levosimendan|Levosimedan|Simendan|Simdax	False
PA450221	levothyroxine|L-Thyroxine|Tetraiodothyronine|THX|T4 levothyroxine|Levothyroxin|L-Thryoxin|Levo-t|3,3',5,5'-Tetraiodo-L-thyronine|Laevothyroxinum|O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine|(-)-Thyroxine|Thyroxine iodine|Levothyroxine Sodium|Levoxine|Thyratabs|Thyroxin|Levaxin|Synthroid Sodium|Euthyrox|Levolet|Eltroxin|Thyrax|Letter|Levothroid|Unithroid|Laevoxin|Thyroxinal|Levothyrox|Synthroid|Thyroxevan|Thyro-tabs|Oroxine|Levoxyl|Novothyrox|Thyreoideum	True
PA450226	lidocaine|L-Caine|Dilocaine|Zingo|Octocaine-50|Cappicaine|Lignocaine|Dalcaine|After Burn Double Strength Spray|After Burn Gel|Maricaine|Solarcaine aloe extra burn relief cream|After Burn Double Strength Gel|Isicaina|Gravocain|Norwood Sunburn Spray|Lidoderm|Xylocaine 5% Spinal|Duncaine|Emla|Solcain|DermaFlex|Xylocaine Viscous|Anestacon|Leostesin|Solarcaine|Anestacon Jelly|After Burn Spray|Esracaine|Octocaine|Xylocaine Dental Ointment|Lidoject-1|Lidoject-2|Xylocaine-MPF|Alphacaine|Xylocaine Test Dose|Xylocaine Endotracheal|Xylocaine-MPF with Glucose|Xylocard|Zilactin-L|Octocaine-100|Lanabiotic|Xylocaine|Rocephin Kit	True
PA165818137	lidoflazine	False
PA164749212	lincomycin|Lincomycin hydrochloride|Lincomyocin|LCM|Lincomycine|Pura Ject 100|Mycivin|Lincocin|Lincolcina|Lincolnensin|Lincorex|Lincomix|Lincomix 20|Lincocine	True
PA164712864	Lincosamides	False
PA164754914	lindane|gamma-hexachlorocyclohexane|gamma-lindane|lindan|gamma-hch|gamma-bhc|gamma-benzene hexachloride|gamma-hexachlorzyklohexan|Hexachlorocyclohexane|beta-BHC|BBH|Pedraczak|Aalindan|Spritz-Rapidin|Codechine|Nexit|Nexol-E|Entomoxan|PMS Lindane|Chloresene|Scabene lotion|Streunex|Gammasan|Linvur|HGI|Milbol 49|Hortex|Hexatox|Lentox|Benzene hexachloride|Drilltox-Spezial Aglukon|Hexit|Ben-Hex|Bentox 10|Lindatox|Nexen FB|Agrocide|Lidenal|Jacutin|Viton|Agrocide WP|Hexachlorane|Aficide|Ameisentod|Thionex|Arbitex|Kokotine|Nexit-Stark|Celanex|Gammexane|Sang-&laquo;gamma&raquo;|Aparasin|Gammalin|Indane|Gamacid|HCCH|Lendine|Ameisenmittel merck|Murfume grain store smoke|Owadziak|Lorexane|DBH|Hexaverm|Fumite lindane|Spruehpflanzol|Lindosep|Neo-Scabicidol|Gammaterr|Nicochloran|Tri-6|New kotol|beta-Hexachlorocyclohexane|Gamma-BHC dust|Gamma-HCH dust|Hexachloran|HCH|Lindex|Gexane|Gammalin 20|Scabene|Aplidal|TAP 85|Agrocide III|Mszycol|Dol Granule|Kwell|beta-Lindane|Isotox|Bexol|Omnitox|Esoderm|Hexicide|Gamma-Col|Pflanzol|Ovadziak|Hexa|Lintox|Heclotox|Quellada|Aphtiria|Atlas steward|Lindafor|Devoran|Detmol-Extrakt|Hexyclan|Gamene	True
PA450233	linezolid|Linezlid|Zyvoxid|Zyvox	True
PA164778866	liothyronine|Liothyronin|L-Liothyronine|Triiodothyronine|Liothyronine Sodium|T3 liothyronine|Triostat|Cytomel|Tertroxin|Tresitope	True
PA164748036	liotrix|Thyrolar|Euthyral|Levotrin|Bitiron|Eutroid|Tyroplus|Dithyron|Combithyrex|Prothyrid|Cynoplus|Euthroid|Novotiral|Thyreotom|Levotiroxina|Tiroide Amsa|Novothyral	False
PA450239	lipase|Cotazym	True
PA164712865	Lipid Modifying Agents	False
PA164712866	Lipid Modifying Agents, Combinations	False
PA164712867	Lipid Modifying Agents, Plain	False
PA164776929	lipoic acid|1,2-Dithiolane-3R-pentanoic acid|Lipoate|Thioctic acid|alpha-Lipoic acid|Thioctsan|Biletan|Heparlipon	False
PA164712868	Liquid plasters	False
PA165958364	liraglutide|nn2211|nn 2211|Victoza	True
PA164748975	lisdexamfetamine|lisdexamfetamine dimesylate|NRP104|Vyvanse	True
PA450242	lisinopril|Presiten|Prinivil|Inhibril|Lysinopril|Sinopril|Linopril|Prinzide|Noperten|Zestoretic|Renacor|Lisipril|Lisinopril Dihydrate|Zestril|Acercomp	True
PA164749019	lisuride|Lisurida [INN-Spanish]|Lisuride Maleate|Lysuride|Lisuridum [INN-Latin]|Lisuride [INN]	False
PA450243	lithium|LithoTab|Eskalith	True
PA450249	liver extract	False
PA164712871	Liver therapy	False
PA164712870	Liver Therapy, Lipotropics	False
PA164712872	Local Anesthetics|local anesthetics	False
PA164712873	Local hemostatics	False
PA164744510	lofexidine|2-(1-(2,6-Dichlorophenoxy)ethyl)-4,5-dihydro-1H-imidazole|Lofexidine hydrochloride|Lofexidina [inn-spanish]|Lofexidinum [inn-latin]|2-(alpha-(2,6-Dichlorophenoxy)ethyl)2-imidazoline|BritLofex	False
PA164749165	lomefloxacin|lomefloxacin hydrochloride|Lomefloxacinum [Latin]|LFLX|Lomefloxacine [French]|Lomefloxacino [Spanish]|Bareon|Maxaquin	True
PA166114922	lomitapide|Juxtapid|Lojuxta	True
PA164749407	lomustine|Lomustina [INN-Spanish]|CCNU|Chloroethylcyclohexylnitrosourea|Lomustinum [INN-Latin]|CINU|CeeNU|Cecenu|Belustine	False
PA164712874	Long-acting sulfonamides	False
PA450262	loperamide|Imodium A-D|Imodium A-D Caplets|Maalox Anti-Diarrheal|Pepto Diarrhea Control|Loperamida [INN-Spanish]|Ioperamide|Loperamidum [INN-Latin]|Loperacap|PMS-Loperamide|Apo-Loperamide|Diarr-Eze|Kaopectate II|Imodium|Loperamide HCL|Rho-Loperamide|Nu-Loperamide	True
PA450264	lopinavir|ABT-378|LPV|Aluviran|Koletra	False
PA164754806	loracarbef|Loracarbefum [INN-Latin]|Loribid|Lorabid	True
PA450266	loratadine|Loratadina [Spanish]|Loratadinum [Latin]|Clarityne|Claritin|Lorastine|Roletra|Loracert|Talorat Dy|Polaratyne|Loradif|Claratyne|Lisino|Pylor|Bedix Loratadina|Nularef|Rinomex|Rhinase|Sensibit|Claritine|Loranox|Lorfast|Allertidin|Aerotina|Loritine|Lesidas|Lorantis|Zeos|Alerpriv|Claritin Reditabs|Sohotin|Loratyne|Lomilan|Bonalerg|Lertamine|Tadine|Civeran|Fristamin|Biloina|Clarinase|Histaloran|Sanelor|Optimin|Loraver|Lowadina|Velodan|Alavert|Alarin|Restamine|Sinhistan Dy|Claritin-D|Loradex|Lergy|Clarinase Reperabs|Clarityn|Versal	True
PA450267	lorazepam|O-Chloroxazepam|(+/-)-Lorazepam|L-Lorazepam Acetate|O-Chlorooxazepam|Idalprem|Temesta|Lorax|Loraz|Psicopax|Alzapam|Lorsilan|Securit|Ativan|Anxiedin|Bonatranquan|Almazine|Lorabenz|Somagerol|Tavor|Lorazepam Intensol|Quait|Wypax|Pro Dorm|Aplacassee|Sedatival|Emotival|Delormetazepam|Sedazin|Punktyl	True
PA136437519	Lorenzo's oil	False
PA165958395	lornoxicam|safem|cltx|ctx|chlortenoxicam|acabel|lornoxicamum [inn-latin]|telos|xefo|xefocam|lorcam (tn)|taigalor|lornoxicamum|lorcam|Lorcam|Xafon	False
PA450268	losartan|losartan potassium|Hyzaar|Lortaan|Cozaar|DUP 89|Lacidipine	True
PA164764569	loteprednol etabonate|Loteprednol etabonate|Zylet|Lotemax|Loteflam|Alrex	True
PA450272	lovastatin|Lovastatinum [Latin]|Lovastatina [Spanish]|6 alpha-Methylcompactin|Lovastatine [French]|Artein|Lovastin|Mevacor|Lozutin|Monacolin K|Colevix|Nergadan|Lovalord|Cholestra|Lipdip|Altocor|Taucor|Mevinacor|Lipofren|Hipovastin|Rodatin|Altoprev|Lovasterol|Tecnolip|Rovacor|Teroltrat|Lestatin|Sivlor|Lipivas|Lovalip|Hipolip|Closterol|Mevlor|Belvas|Paschol	True
PA164712877	Low-ceiling diuretics and potassium-sparing agents	False
PA164712875	Low-ceiling Diuretics, Excl. Thiazides	False
PA164712876	Low-ceiling Diuretics, Thiazides	False
PA164712878	Low-energy diets	False
PA450273	loxapine|Dibenzoazepine|Loxapin|Hydrofluoride 3170|Loxapac|Loxitane C|Lossapina [Dcit]|Loxapina [INN-Spanish]|Loxitane Im|Loxapinum [INN-Latin]|Cloxazepine|Loxapine [Usan:Ban:Inn]|Oxilapine|Loxepine|Dibenzacepin	True
PA166049180	loxoprofen	False
PA164777012	lubiprostone|RU-0211|Amitiza	True
PA164748783	lucanthone|Lucanthonum [inn-latin]|1-((2-(Diethylamino)ethyl)amino)-4-methylthioxanthen-9-one|Lucanthon|1-[[2-(Diethylamino)ethyl]amino]-4-methylthioxanthone|Lucantona [inn-spanish]|Lucanthone hydrochloride|Lucanthone monohydrochloride|Nilodin|Scapuren|Tixantone|Miracol|Miracil D	False
PA166114483	lumacaftor|VX-809	False
PA165111722	lumefantrine|benflumetol	False
PA164769031	lumiracoxib|COX 189|Prexige	False
PA164712879	Lung surfactants	False
PA166117453	lurbinectedin	False
PA164750539	lutropin alfa|LH-B|LSH-B|Luteinizing hormone beta subunit|Lutropin beta chain precursor|LSH- beta|Luveris	True
PA165816891	LY2140023	False
PA161660849	LY686017	False
PA164747190	lymecycline|Chlorotetracycline|CTC|Chlortetracycline hydrochloride|7-Chlorotetracycline|Chlorotetracycline hydrochloride|CLTC|Chlortetracyclinium chloride|Chlortetracycline|Chlortetracyclin|Aureomicina|Aurofac|Biomitsin hydrochloride|Aureomycin hydrochloride|B-Aureo|Aurofac 10|Aureomycin monohydrochloride|Aureocina|Duomycin|Aureociclin|Orospray|Clorocipan|Psittacin hydrochloride|Acronize PD|Aureomycin A-377|Aureomykoin|Biomycin A|Centraureo|Chrusomykine|Chrysomykine|Isphamycin|Tetralysal|Acronize|Biomycin|Tocopherex|Biomycin hydrochloride|Flamycin|Aureocarmyl|Biovetin|Aureociclina|Aureocycline|Biomitsin|Tetra 5|Aureomycin|Auxeomycin|Tetrlysal 300	True
PA164712882	Macrolides	False
PA164712883	Macrolides, Lincosamides And Streptogramins	False
PA166114925	mafenide|Sulfamylon	True
PA164712884	Magnesium	False
PA450290	magnesium acetate|Freamine Iii 3% W/ Electrolytes|Aminosyn 3.5% M|Aminosyn Ii 3.5% M In Plastic Container|Aminosyn 3.5% M In Plastic Container|Freamine Iii 8.5% W/ Electrolytes|Procalamine|Normosol-M And Dextrose 5% In Plastic Container	True
PA450294	magnesium chloride	False
PA164712885	Magnesium compounds	False
PA450296	magnesium gluconate	False
PA450298	magnesium oxide	False
PA450302	magnesium sulfate|Magnesium sulfate heptahydrate|Bitter salt|Magnesium sulphate|Magnesium sulfate dried|Magnesium Sulphate Heptahydrate|Magnesium sulfate anhydrous|Magnesium Sulphate Hydrate|Elliotts B Solution|Sal amarum|Sel d'angleterre|Sal catharticum|Hair salt|Kieserite [as monohydrate]|Sal seidlitense|Salts of England|Epsom salts|Sal anglicum	True
PA164712886	Magnetic Resonance Imaging Contrast Media	False
PA164748092	malathion|Compound 4049|Maldison|Mercaptotion|Oleophosphothion|Carbofos|Insecticide no. 4049|Malathione|Experimental insecticide 4049|Carbophos|MLT|Mercaptosuccinic acid diethyl ester|Mercaptothion|Sumitox|Celthion|Forthion|Extermathion|Zithiol|Prioderm|Fosfothion|Malathion LV Concentrate|Fosfotion|Malasol|Malathiozoo|Fyfanon|Hilthion|Cleensheen|Kypfos|Derbac-M|Malaspray|Malathon|Hilthion 25WDP|Kop-thion|Detmol MA|Fog 3|Emmatos|Malagran|Malaphos|Sadofos 30|Formal|Maltox|Latka 4049|Malakill|Malamar 50|Carbetox|Staeubol-Puder|Sadofos|Ovide|Calmathion|Etiol|Malacide|Cimexan|Lice Rid|Vegfru malatox|Carbetovur|Malathion 60|Organoderm|Malafor|Sadophos|Vetiol|Siptox I|Taskil|Moscarda|Malatol|Emmatos extra|Malamar|Cythion|Malathion E50|Malatox|Maltox MLT|Malation|Phosphothion|Fosfotion 550|Malaphele|Carbethoxy malathion|Kop-Thionkypfosmalacide|Karbofos|Malphos|Suleo-M|Malmed|OMS 1|Chemathion|Ortho Malathion|Ethiolacar|TAK	True
PA450320	mannitol|D-Mannitol|Cordycepic acid|Mannitol 5%|Mannitol 15% In Plastic Container|Osmitrol 20% In Water|Osmosal|Mannitol BP|Diosmol|Mannigen|Mannitol 10% In Plastic Container|SDM-25|Maniton-S|Osmitrol 10% In Water|Isotol|Mannitol 5% In Plastic Container|Resectisol|Osmitrol|Hexanhexol|Mannite|Mannitol 10%|Hexitol|Mannitol 20%|Osmitrol 15% In Water|Mannidex|Manna sugar|Mannazucker|Bronchitol|Mannit|Mushroom sugar|Manicol|Mannistol|Mannitol 20% In Plastic Container|Osmitrol 5% In Water|Mannitol 25%|Mannitol 15%|d-mannitol extra pure|Resectisol In Plastic Container	True
PA164712880	MAO inhibitors	False
PA164712881	MAO inhibitors and diuretics	False
PA450322	maprotiline|Maprotilinum [INN-Latin]|Maprotiline Hcl|Maprotilina [INN-Spanish]|Maprotylina [Polish]|Deprilept|Ludiomil|Psymion	True
PA164768835	maraviroc|Celsentri|Selzentry	True
PA164748329	marimastat|Marimastat [Usan]	False
PA449421	marinol|&Delta;9-THC|delta-9-THC|Dronabinol [Usan:Inn]|delta-9-tetrahydrocannabinol|Dea No. 7369|&Delta;9-tetrahydrocannabinol|Dronabinol|Deltanyne|Abbott 40566|Marinol|Dea No. 7370|Dronabinolum [Latin]	True
PA164746493	masoprocol|NDGA|Nordihydroguaiaretic acid|meso-NDGA|Masoprocolum [INN-Latin]|meso-Nordihydroguaiaretic acid|Dihydronorguaiaretic acid|Nordihydroguairaretic acid|Actinex	True
PA165291473	maytansine	False
PA450326	mazindol|Magrilon|Terenac|Dimagrir|Mazindolum [INN-Latin]|Sanorex|Mazanor|Mazildene|DEA No. 1605|Mazindol [USAN:BAN:INN]|Teronac	True
PA164712887	Measles vaccines	False
PA164776669	mebendazole|Pantelmin|Equivurm Plus|Noverme|Mebenoazole|Lomper|Telmin|Vermicidin|MBDZ|Mebutar|Mebendazole|Mebex|Ovitelmin|MEBENDAZOLE, 99%|Besantin|Vermox|Verpanyl|Bantenol|Vermirax|Mebenvet	True
PA450334	mecamylamine|2-Methylaminoisocamphane|3-Methylaminoisocamphane|3-Methylaminoisocamphane hydrochloride|Mecamilamina|2-Methylamino-2,3,3-trimethylnorbornane|Mecamylamine Hydrochloride|Mecamine|Mecamine hydrochloride|Inversine|Mekamine|Mevasin hydrochloride|Versamine|Mekamin hydrochloride|Mevasine|Inversine hydrochloride|Revertina	True
PA164774876	mecasermin|Mecasermin rinfabate|Iplex|Increlex	True
PA450336	mechlorethamine|Chlormethine|Mecloretamina|Mustine|Nitrogen mustard|Chlorethazine|HN2|MBA|Mechloroethamine|Caryolysine|Cloramin|Embichin|Dichloren|Caryolysin|Mutagen|Mustargen	True
PA450338	meclizine|Meclozine|Histametizine|Meclicot|Suprimal|Neo-Suprimal|Sabari|Travelon|Vomisseis|Antivert/50|Monamine|Itinerol|Bonadettes|Navicalm|Neo-Suprimel|Siguran|Chiclida|Meclizine Hcl|Ancolan|Bonamine|Diadril|Sea-Legs|Marex|Medivert|Histamethine|Dramamine|Bonadoxin|Histamethizine|Ancolon|Calmonal|Veritab|Dramamine II|Vomissels|Antivert/25|Bonine|Peremesin|Histametizyne|Neo-Istafene|Antivert|Subari|Parachloramine|Postafene|Ravelon	True
PA450341	meclofenamic acid|Acide meclofenamique [INN-French]|Meclofenamate|Acido meclofenamico [INN-Spanish]|Meclomen (free acid)|Meclophenamic acid|Acidum meclofenamicum [INN-Latin]|Arquel	False
PA164712888	Medical gases	False
PA164712890	Medicated Dressings	False
PA164712891	Medicated dressings with antiinfectives	False
PA164712892	Medicated shampoos	False
PA450344	medroxyprogesterone|Medroxyprogesteron|Medroxyprogesteronum [INN-Latin]|Medroxiprogesterona [INN-Spanish]|Hydroxymethylprogesterone|Medroxyprogesteron acetate|CBP-1011|Medroprogesterone Acetate|Medrossiprogesterone [Dcit]|Medroxiprogesteronum|MAP|Clinovir|G-Farlutal|Nidaxin|Perlutex|Ralovera|Progevera|Lutopolar|Clinofem|Hysron|Sirprogen|Sodelut G|Colirest|Novo-Medrone|Farlutin|Metigestrona|DMPA|Depo-Clinovir|Med-Pro|Farlutal|Meprate|Oragest|Depo-Prodasone|Nadigest|Provera|Perlutex Leo|Progestalfa|Gestapuran|Aragest|MPA Gyn 5|Proverone|Repromap|Repromix|Depo-Progestin|Depo-Promone|Lutoral|Aragest 5|Prodasone|Asconale|Depot-Medroxyprogesterone acetate|Indivina|Hematrol|Lunelle|Veramix	True
PA165290930	medroxyprogesterone/conjugated estrogens|Prempro	True
PA450346	medrysone|Hydroxymesterone|Medrifar|Medrocort|Visudrisone|Medritonic|HMS Liquifilm|HMS	True
PA450347	mefenamic acid|Methenamic Acid|Acide Mefenamique|Mefenacid|Mefenaminsaeure|Mephenamic Acid|Mephenaminic Acid|Mefanamic Acid|Ponstyl|Pontal|Vialidon|In-M|Parkemed|Lysalgo|Ponstan Forte|Bafhameritin-M|Ponalar|Ponstil|Coslan|HL 1|Tanston|Ponstel|Bafameritin-M|Namphen|Ponstan|Tamany Bonsan|Bonabol|Mefacit	True
PA450348	mefloquine|Mefloquine aziridine|Mefloquinone|Mefloquine HCL|Lariam	True
PA450351	megestrol|Megestryl acetate|MGA|Megestrolo [DCIT]|Megestrolum [INN-Latin]|Megestrol Acetate|Megace|Niagestin|Megestat|Megestil|Megestin|Magestin|Nia|Ovarid|Maygace|Ovaban|Megeron|Volidan	True
PA162360980	meglitinides	False
PA166127606	melacine(ribi immunochem)	False
PA10136	melarsoprol	False
PA164752558	melatonin|mlt|mel|n-acetyl-5-methoxytryptamine|pineal hormone|Melatonin|Rx Balance|Melovine|Nature'S Harmony|MT6|Melatonine|Melatonex|Mela-T|Sleep Right|Night Rest|Vivitas|Revital Melatonin|Circadin|Melatol	False
PA164712893	Melatonin receptor agonists	False
PA450353	meloxicam|Meloxicamum [latin]|Metacam|Parocin|Mobic|PMS-meloxicam|Gen-meloxicam|PHL-meloxicam|Tenaron|Ratio-meloxicam|Movatec|Apo-meloxicam|Co Meloxicam|Dom-meloxicam|Novo-meloxicam|Mobicox|Movalis	True
PA450354	melphalan|L-Sarkolysin|Alkeran|L-Sarcolysine|Melfalan|L-Sarcolysin|Phenylalanine mustard|Sarcolysine|Sarkolysin|L-Phenylalanine mustard|Levofalan|Phenylalanine nitrogen mustard|Mephalan|L-PAM	True
PA10364	memantine|Memantine [INN]|Memantinum [INN-Latin]|DMAA|Memantine HCL|Memantina [INN-Spanish]|Memantine Hydrochloride|Namenda|Ebixa	True
PA450358	menadione|Kayquinone|Thyloquinone|2-Methyl-1,4-Naphthalenedione|2-Methyl-1,4-naphthoquinone|Vitamin K 3|Vitamin K3|Menaphthone|Synkavite|Klottone|Synkayvite|Kappaxin|Kayklot|Panosine|Kolklot	True
PA166123066	menadione sodium bisulfite|Hykinone	False
PA164712894	Meningococcal vaccines	False
PA164749406	menotropins|LH-B|LSH-B|Luteinizing hormone beta subunit|Lutropin beta chain precursor|LSH- beta|Repronex	True
PA164776605	menthol|Levomenthol|(r)-(-)-menthol|L-(-)-menthol|(-)-menthol|L-menthol	False
PA164746250	mepenzolate|N-Methyl-3-piperidyldiphenylglycolate methobromide|N-Methyl-3-piperidyl benzilate methyl bromide|Mepenzolic acid|Mepenzolate bromide|1-Methyl-3-piperidyl benzilate methyl bromide|Cantilaque|Gastropidil|Mepenzolon|Colibantil|Eftoron|Trancolon|Tralanta|Cantilon|Cantil|Colum|Cantril|Delevil|Colopiril	True
PA450369	meperidine|Operidine|Piridosal|Demerol|Pethidine|Dolosal|Centralgin|Dolcontral|Dolsin|Dispadol|Lydol|Demarol|Pipersal|Pethidin|Petantin|Pethanol|Petydyna|Pethidineter|Lidol|Phetidine|Meperidine Hcl|Meperidol|Nemerol|Dolantin|Isonipecaine|Methyl phenylpiperidine carbonic acid ethyl ester|Piperosal	True
PA164745533	mephentermine|Mephenterdrinum|Mefenterdrin|Mefentermin|N-methylphentermine|Mephenterdrine|Mephetedrine|Wyamine|Wyfentermina|Mephine|Vialin	False
PA450373	mephenytoin|Mephentoin|Methyl Hydantoin|Methylphenetoin|Metydan|Phenantoin|Methoin|Insulton|Triantoin|Sacerno|Sedantoinal|Mesdontoin|Gerot-Epilan|Sedantional|Mesontoin|Epiazin|Sedantoin	False
PA164748741	mepivacaine|Mepivicaine|Mepivacainum [INN-Latin]|mepivacaine hydrochloride|Mepivacaina [INN-Spanish]|S-Ropivacaine Mesylate|DL-Mepivacaine|Mepivacaine HCL|Polocaine|Carbocain|Arestocaine HCL|Scandicain|Scandicane|Scandicaine|Isocaine HCL|Carbocaine|Polocaine-MPF|Scandonest Plain	True
PA450377	meprobamate|Meprobamatum [INN-Latin]|Procarbamide|Meprobamato [Italian]|DEA No. 2820|Meprobamato [INN-Spanish]|Meprobamat [German]|Meprobamic acid|Brobamate|Mepavlon|Pimal|Gagexyl|Andaxin|Miltuan|Mepamtin|Procalmadol|Letyl|Kesso-Bamate|Aneusral|Tranquil|Calmadin|Meprovan|Mepron|Equinil|Enorden|Misedant|Sedabamate|Aneuxal|Probate|Stensolo|Quivet|Madiol|Diveron|Meprol|Atraxin|Meprocon|Restenil|Deprol|Perequietil|Andaksin|Rastenil|Hartol|Miltown|Anastress|Ayermate|Metractyl|Multaun|Anural|Canquil 400|Anatimon|Cirpon|Lepetown|Anzil|Scolazil|Quanil|Tranlisant|Carbaxin|Appetrol-Sr|Tranquilax|Bamd 400|Epikur|Tranquillin|Appetrol|Meprozine|Epicur|Trankvilan|Quaname|Quietidon|Meprotan|Equagesic|Morbam|Artolon|Trelmar|Mepantin|Pertranquil|Ansil|Ansiowas|Aneural|Procalmadiol|Restenyl|Shalvaton|Ayeramate|Edenal|Larten|Sowell|Meprospan|Amepromat|Metranquil|Anxietil|Equitar|Milpath|Milprem|Meposed|Quanane|Ansiatan|Mepiosine|Perequil|Meprobam|Placidon|Meproban|Mepronil|Probamyl|Arcoban|Vio-Bamate|Robamate|Probamato|Meprosan|Diron|Sedazil|Apasil|Mesmar|Pankalma|Equazine-M|Tranquilate|Meprobamat|Meprotabs|Crestanil|Apo-Meprobamate|Dicandiol|Tranquilan|Meprosa|Cyrpon|Dapaz|Procalmidol|Aneurol|Mepro-Aspirin|Selene|Restran|Coprobate|Lepenil|Libiolan|Spantran|Harmonin|Meprocompren|Meptran|Meproten|Orlevol|Tranquiline|Tranquilsan|Oasil|Mar-Bate|Calmax|Miltrate|Q-Gesic|Diurnal|Meprindon|Mepro-analgesic|Kessobamate|Meproleaf|SK-Bamate|Tranmep|Biobamate|Nervonus|Cirponyl|Calmiren|Equanil|Restinil|Meprotanum|Fas-Cile 200|Tranquisan|Apascil|Miltwon|3P bamate|Neuramate|Meprodil|Pan-tranquil|Miltaun|Optarket|Wyseals|Tensol|Amosene|Sadanyl|Meprodiol|Pensive|Dormabrol|Pathibamate|Pancalma|Prequil|Meprin|Paxin|Placitate|Wardamate|Klort|Despasmol|Sedoquil|Miltann|My-trans|Meprocon CMC|Fas-Cile|Tensonal|Arpon|Ecuanil|Sedanyl|Bamo 400|Biobamat|Gadexyl|Miltamato|Seril|Mepriam|Panediol|Micrainin|Meprotil|Sedoselecta|Ansietan|Mendel|Canquil-400|Tranquinol|Ataraxine|Ipsotian|Restinal|Trancot|Cypron|Equilium|Reostral|Urbil|Urbilat|Vistabamate|Bamate|Perquietil|Equatrate|Promato|Promate|Estasil|Orolevol|Mepranil|Meprosin|Nephentine|Erina|Holbamate|Proquanil|Sedanil|Tamate|Auxietil|Margonil|Protran|Anathylmon|Solevione anastress|Setran|Neo-Tran|Zirpon|Aneuxral	True
PA165958366	mepyramine|pyrilamine	False
PA164748010	mequitazine|Mequitazina [INN-Spanish]|Mequitazina [Spanish]|Mequitazinum [INN-Latin]|Primalan|Instotal|Virginan|Butix|Mircol|Zesulan|Kitazemin|Metaplexan|Vigigan	False
PA450379	mercaptopurine|6-Mercaptopurine|MP|6 MP|Mercapurin|Mercaptopurine Monohydrate|Leupurin|Mern|Purimethol|Ismipur|Mercaleukin|Xaluprine|Mercaleukim|Leukerin|Puri-Nethol|Purinethol	True
PA164712895	Mercurial diuretics	False
PA164712896	Mercurial products	False
PA164764445	meropenem|Antibiotic SM 7338|Meropenemum [INN-Latin]|Meropenem anhydrous|Merrem I.V.|Meronem|Merrem	True
PA450384	mesalazine|Mesalamine|5-ASA|5-aminosalicylic acid|5-aminosalicylate|Canasa|Mesasal|Pentasa|Rowasa|Lixacol|Claversal|Fisalamine|Asacolitin|Asacol|Salofalk	True
PA450385	mesna	True
PA450386	mesoridazine|Thioridazine Monosulfoxide Analog|Thioridazine Thiomethyl Sulfoxide|TPS-23|Thioridazien Thiomethyl Sulfoxide|TPS23|Lidanar|Lidanil|Serentil Concentrate|Calodal|Serentil	True
PA450388	mestranol	False
PA164748761	metaraminol|Metaraminolum [INN-Latin]|M-Hydroxypropadrine|Metaraminol Bitartrate|Metaraminolum [Latin]|M-Hydroxy Norephedrine|M-Hydroxyphenylpropanolamine|Hydroxynorephedrine|L-Metaraminol|Pressonex|Aramine|Metaradrine|Icoral B|Pressorol	True
PA164747189	metaxalone|Metaxalon|Metazalone|Methaxalonum|Metaxalonum [INN-Latin]|Metaxalonum [Latin]|Methoxolone|Metazolone|Metaxalona [INN-Spanish]|Metassalone [Dcit]|Skelaxin|Zorane	True
