PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	Dosing Guideline	External Vocabulary
PA165818137	lidoflazine				Drug/Small Molecule	"PubChem Compound:3926"		No	"ATC:C08EX(Other non-selective calcium channel blockers)","NDFRT:N0000167118(Lidoflazine [Chemical/Ingredient])","RxNorm:6390(Lidoflazine)","UMLS:C0023665(Lidoflazine)"
PA164749212	lincomycin	"Lincomycin hydrochloride","Lincomyocin","LCM","Lincomycine"	"Pura Ject 100","Mycivin","Lincocin","Lincolcina","Lincolnensin","Lincorex","Lincomix","Lincomix 20","Lincocine"		Drug/Small Molecule	"ChEBI:6472","ChemSpider:570892","DrugBank:DB01627","Drugs Product Database (DPD):30732","FDA Drug Label at DailyMed:c01906fa-2c73-4c13-9765-2fd06628d263","KEGG Compound:C06812","KEGG Drug:D00223","National Drug Code Directory:0009-0555-01","PubChem Compound:656509","PubChem Substance:46506668","PubChem Substance:7847290","Therapeutic Targets Database:DAP000839","Web Resource:http://en.wikipedia.org/wiki/Lincomycin"	CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O	No	"NDFRT:N0000029296([AM350] LINCOMYCINS)","RxNorm:6398(Lincomycin)","UMLS:C0023726(Lincomycin)"
PA164712864	Lincosamides				Drug Class	null		No	"ATC:J01FF(Lincosamides)","NDFRT:N0000175442(Lincosamides [Chemical/Ingredient])","UMLS:C0065002(Lincosamides [Chemical/Ingredient])"
PA164754914	lindane	"gamma-hexachlorocyclohexane","gamma-lindane","lindan","gamma-hch","gamma-bhc","gamma-benzene hexachloride","gamma-hexachlorzyklohexan"	"Hexachlorocyclohexane","beta-BHC","BBH","Pedraczak","Aalindan","Spritz-Rapidin","Codechine","Nexit","Nexol-E","Entomoxan","PMS Lindane","Chloresene","Scabene lotion","Streunex","Gammasan","Linvur","HGI","Milbol 49","Hortex","Hexatox","Lentox","Benzene hexachloride","Drilltox-Spezial Aglukon","Hexit","Ben-Hex","Bentox 10","Lindatox","Nexen FB","Agrocide","Lidenal","Jacutin","Viton","Agrocide WP","Hexachlorane","Aficide","Ameisentod","Thionex","Arbitex","Kokotine","Nexit-Stark","Celanex","Gammexane","Sang-&laquo;gamma&raquo;","Aparasin","Gammalin","Indane","Gamacid","HCCH","Lendine","Ameisenmittel merck","Murfume grain store smoke","Owadziak","Lorexane","DBH","Hexaverm","Fumite lindane","Spruehpflanzol","Lindosep","Neo-Scabicidol","Gammaterr","Nicochloran","Tri-6","New kotol","beta-Hexachlorocyclohexane","Gamma-BHC dust","Gamma-HCH dust","Hexachloran","HCH","Lindex","Gexane","Gammalin 20","Scabene","Aplidal","TAP 85","Agrocide III","Mszycol","Dol Granule","Kwell","beta-Lindane","Isotox","Bexol","Omnitox","Esoderm","Hexicide","Gamma-Col","Pflanzol","Ovadziak","Hexa","Lintox","Heclotox","Quellada","Aphtiria","Atlas steward","Lindafor","Devoran","Detmol-Extrakt","Hexyclan","Gamene"	"Dermadex Crm (Benzoic Acid + Benzyl Benzoate + Lindane + Salicylic Acid + Zinc Oxide + Zinc Undecylenate)"	Drug/Small Molecule	"ChEBI:32888","ChemSpider:707","DrugBank:DB00431","Drugs Product Database (DPD):703605","FDA Drug Label at DailyMed:56158fc4-590f-4e8c-bf94-610a3cfc11c1","KEGG Compound:C06988","KEGG Compound:C07075","KEGG Drug:D00360","National Drug Code Directory:45068-100-01","PubChem Compound:727","PubChem Substance:46508542","PubChem Substance:9201","Therapeutic Targets Database:DAP001036","Web Resource:http://en.wikipedia.org/wiki/Lindane"	[C@@H]1([C@@H]([C@@H]([C@H]([C@@H]([C@@H]1Cl)Cl)Cl)Cl)Cl)Cl	No	"ATC:D08AE(Phenol and derivatives)","ATC:P03AB(Chlorine containing products)","NDFRT:N0000146530(LINDANE)","RxNorm:1388(Lindane)","UMLS:C0005038(Lindane)"
PA450233	linezolid	"linezolid"	"Linezlid","Zyvoxid","Zyvox"		Drug/Small Molecule	"BindingDB:50116067","ChemSpider:390139","DrugBank:DB00601","Drugs Product Database (DPD):2243684","FDA Drug Label at DailyMed:6e70e63b-bfd5-478d-a8ee-8ba22c9efabd","HET:ZLD","KEGG Compound:C08146","KEGG Drug:D00947","National Drug Code Directory:0009-5137-01","PDB:ZLD","PubChem Compound:441401","PubChem Substance:10346","PubChem Substance:46504452","Therapeutic Targets Database:DAP000398","Web Resource:http://en.wikipedia.org/wiki/Linezolid"		No	"ATC:J01XX(Other antibacterials)","MeSH:C098010(linezolid)","NDFRT:N0000148664(LINEZOLID)","RxNorm:190376(linezolid)","UMLS:C0663241(linezolid)"
PA164778866	liothyronine	"Liothyronin","L-Liothyronine","Triiodothyronine","Liothyronine Sodium","T3 liothyronine"	"Triostat","Cytomel","Tertroxin","Tresitope"	"Liotrix (Levothyroxine + Liothyronine)","Thyrolar (Levothyroxine + Liothyronine)"	Drug/Small Molecule	"BindingDB:18860","ChEBI:18258","ChemSpider:5707","DrugBank:DB00279","Drugs Product Database (DPD):1919466","FDA Drug Label at DailyMed:a8b39730-de19-497d-bde8-6594aa528403","HET:T3","KEGG Compound:C02465","National Drug Code Directory:39822-0151-1","PDB:T3","PubChem Compound:5920","PubChem Substance:46506352","PubChem Substance:5481","Therapeutic Targets Database:DAP000082","Web Resource:http://en.wikipedia.org/wiki/Liothyronine"		No	"ATC:H03AA(Thyroid hormones)","NDFRT:N0000020173(LIOTHYRONINE)","UMLS:C0041014(LIOTHYRONINE)"
PA164748036	liotrix		"Thyrolar","Euthyral","Levotrin","Bitiron","Eutroid","Tyroplus","Dithyron","Combithyrex","Prothyrid","Cynoplus","Euthroid","Novotiral","Thyreotom","Levotiroxina","Tiroide Amsa","Novothyral"		Drug/Small Molecule	"ChemSpider:64467","DrugBank:DB01583","PubChem Compound:71371","PubChem Substance:213602","PubChem Substance:46506203"		No	"RxNorm:282428(liotrix)","UMLS:C0936106(liotrix)"
PA450239	lipase		"Cotazym"		Drug/Small Molecule	null		No	"NDFRT:N0000146749(LIPASE)","RxNorm:6406(Lipase)","UMLS:C0023764(Lipase)"
PA164712865	Lipid Modifying Agents				Drug Class	null		No	"ATC:C10(Lipid Modifying Agents)"
PA164712866	Lipid Modifying Agents, Combinations				Drug Class	null		No	""ATC:C10B(Lipid Modifying Agents, Combinations)""
PA164712867	Lipid Modifying Agents, Plain				Drug Class	null		No	""ATC:C10A(Lipid Modifying Agents, Plain)""
PA164776929	lipoic acid	""1,2-Dithiolane-3R-pentanoic acid"","Lipoate","Thioctic acid","alpha-Lipoic acid"	"Thioctsan","Biletan","Heparlipon"		Drug/Small Molecule	"ChEBI:16494","ChEBI:30314","DrugBank:DB00166","HET:LPA","KEGG Compound:C00725","KEGG Drug:D00086","PDB:LPA","PubChem Compound:6112","PubChem Substance:3990","Web Resource:http://en.wikipedia.org/wiki/Lipoic_Acid"		No	"NDFRT:N0000010560(Thioctic Acid [Chemical/Ingredient])","UMLS:C0023791(Thioctic Acid [Chemical/Ingredient])"
PA164712868	Liquid plasters				Drug Class	null		No	"ATC:D02AD(Liquid plasters)"
PA165958364	liraglutide	"nn2211","nn 2211"	"Victoza"		Drug/Small Molecule	"DrugBank:DB06655","KEGG Drug:D06404"		No	""ATC:A10BX(Other blood glucose lowering drugs, excl. insulins)"","NDFRT:N0000180627(LIRAGLUTIDE)","RxNorm:475968(liraglutide)","UMLS:C1456408(liraglutide)"
PA164748975	lisdexamfetamine	"lisdexamfetamine dimesylate","NRP104"	"Vyvanse"		Drug/Small Molecule	"ChemSpider:9772458","DrugBank:DB01255","FDA Drug Label at DailyMed:704e4378-ca83-445c-8b45-3cfa51c1ecad","National Drug Code Directory:59417-102-10","PubChem Compound:11597697","PubChem Compound:11597698","PubChem Substance:16700339","PubChem Substance:46505358","Therapeutic Targets Database:DAP000571","Web Resource:http://en.wikipedia.org/wiki/Lisdexamfetamine"		No	"MeSH:C514020(lisdexamfetamine dimesylate)","NDFRT:N0000176089(LISDEXAMFETAMINE)","RxNorm:700810(Lisdexamfetamine)","UMLS:C1873633(Lisdexamfetamine)"
PA450242	lisinopril	"lisinopril"	"Presiten","Prinivil","Inhibril","Lysinopril","Sinopril","Linopril","Prinzide","Noperten","Zestoretic","Renacor","Lisipril","Lisinopril Dihydrate","Zestril","Acercomp"	"Prinzide (Hydrochlorothiazide + Lisinopril)","Zestoretic Tab 10/12.5mg (Hydrochlorothiazide + Lisinopril)","Zestoretic Tab 20/12.5mg (Hydrochlorothiazide + Lisinopril)","Zestoretic Tab 20/25mg (Hydrochlorothiazide + Lisinopril)"	Drug/Small Molecule	"ChEBI:43755","ChemSpider:4514933","DrugBank:DB00722","Drugs Product Database (DPD):2217538","FDA Drug Label at DailyMed:f6f3c339-2c9d-4d07-14a1-6d6c7daf26c6","HET:LPR","KEGG Drug:D00362","National Drug Code Directory:0006-0019-54","PDB:LPR","PubChem Compound:5362119","PubChem Substance:205105","PubChem Substance:46504893","Therapeutic Targets Database:DAP000587","Web Resource:http://en.wikipedia.org/wiki/Lisinopril"	c1ccc(cc1)CC[C@@H](C(=O)O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)O	No	""ATC:C09AA(ACE inhibitors, plain)"","NDFRT:N0000147537(LISINOPRIL)","RxNorm:29046(Lisinopril)","UMLS:C0065374(Lisinopril)"
PA164749019	lisuride		"Lisurida [INN-Spanish]","Lisuride Maleate","Lysuride","Lisuridum [INN-Latin]","Lisuride [INN]"		Drug/Small Molecule	"ChEBI:51164","ChemSpider:26847","DrugBank:DB00589","IUPHAR Ligand:227","IUPHAR Ligand:43","KEGG Drug:D08132","PubChem Compound:28864","PubChem Substance:171280","PubChem Substance:46505557","Therapeutic Targets Database:DAP000255","Web Resource:http://en.wikipedia.org/wiki/Lisuride"		No	"ATC:G02CB(Prolactine inhibitors)","ATC:N02CA(Ergot alkaloids)","NDFRT:N0000167296(Lisuride [Chemical/Ingredient])","RxNorm:6446(Lisuride)","UMLS:C0023863(Lisuride)"
PA450243	lithium		"LithoTab","Eskalith"		Drug/Small Molecule	"ChEBI:30142","ChEBI:49713","ChemSpider:26502","ClinicalTrials.gov:NCT00252577","ClinicalTrials.gov:NCT00312494","ClinicalTrials.gov:NCT01272531","ClinicalTrials.gov:NCT01565759","DrugBank:DB01356","Drugs Product Database (DPD):236683","KEGG Compound:C15473","PubChem Compound:28486","PubChem Substance:11538471","PubChem Substance:46505392","Therapeutic Targets Database:DNC000879","Web Resource:http://en.wikipedia.org/wiki/Lithium"		No	"ATC:D11AX(Other dermatologicals)","ATC:N05AN(Lithium)","NDFRT:N0000147892(LITHIUM)","RxNorm:6448(Lithium)","UMLS:C0023870(Lithium)"
PA450249	liver extract				Drug/Small Molecule	null		No	"NDFRT:N0000145839(LIVER)","RxNorm:6459(Liver Extract)","UMLS:C0023899(Liver Extract)"
PA164712871	Liver therapy				Drug Class	null		No	"ATC:A05BA(Liver therapy)"
PA164712870	Liver Therapy, Lipotropics				Drug Class	null		No	""ATC:A05B(Liver Therapy, Lipotropics)""
PA164712872	Local Anesthetics	"local anesthetics"			Drug Class	null		No	"ATC:C05AD(Local anesthetics)","ATC:D04AB(Anesthetics for topical use)","ATC:N01(Anesthetics)",""ATC:N01A(Anesthetics, General)"",""ATC:N01B(Anesthetics, Local)"",""ATC:R02AD(Anesthetics, local)"","ATC:S01H(Local Anesthetics)","ATC:S01HA(Local anesthetics)"
PA164712873	Local hemostatics				Drug Class	null		No	"ATC:B02BC(Local hemostatics)"
PA164744510	lofexidine	""2-(1-(2,6-Dichlorophenoxy)ethyl)-4,5-dihydro-1H-imidazole"","Lofexidine hydrochloride","Lofexidina [inn-spanish]","Lofexidinum [inn-latin]",""2-(alpha-(2,6-Dichlorophenoxy)ethyl)2-imidazoline"","lofexidine"	"BritLofex"		Drug/Small Molecule	"ChEBI:51368","ChemSpider:28460","DrugBank:DB04948","PubChem Compound:30668","PubChem Substance:14774610","PubChem Substance:46508453","Therapeutic Targets Database:DAP000064","Web Resource:http://en.wikipedia.org/wiki/Lofexidine"		No	"ATC:N07BC(Drugs used in opioid dependence)","MeSH:C025655(lofexidine)","NDFRT:N0000171782(LOFEXIDINE)","RxNorm:28863(lofexidine)","UMLS:C0065152(lofexidine)"
PA164749165	lomefloxacin	"lomefloxacin hydrochloride","Lomefloxacinum [Latin]","LFLX","Lomefloxacine [French]","Lomefloxacino [Spanish]"	"Bareon","Maxaquin"		Drug/Small Molecule	"BindingDB:50240373","ChEBI:116278","ChemSpider:3811","DrugBank:DB00978","FDA Drug Label at DailyMed:173018f5-fd76-4480-90f8-4b7efe328444","KEGG Compound:C07078","KEGG Drug:D02318","National Drug Code Directory:0025-5501-01","PubChem Compound:3948","PubChem Substance:46508499","PubChem Substance:9289","Therapeutic Targets Database:DAP000653","Web Resource:http://en.wikipedia.org/wiki/Lomefloxacin"		No	"ATC:J01MA(Fluoroquinolones)","ATC:S01AX(Other antiinfectives)","MeSH:C053091(lomefloxacin)","NDFRT:N0000148250(LOMEFLOXACIN)","RxNorm:28872(lomefloxacin)","UMLS:C0065162(lomefloxacin)"
PA166114922	lomitapide		"Juxtapid","Lojuxta"		Drug/Small Molecule	"PubChem Substance:162224728"		No	null
PA164749407	lomustine	"Lomustina [INN-Spanish]","CCNU","Chloroethylcyclohexylnitrosourea","Lomustinum [INN-Latin]"	"CINU","CeeNU","Cecenu","Belustine"		Drug/Small Molecule	"ChemSpider:3813","DrugBank:DB01206","Drugs Product Database (DPD):360414","FDA Drug Label at DailyMed:17893de9-7d54-448c-9fca-d10642046d14","KEGG Drug:D00363","National Drug Code Directory:0015-3030-20","PubChem Compound:3950","PubChem Substance:168381","PubChem Substance:46506562","Therapeutic Targets Database:DAP000991","Web Resource:http://en.wikipedia.org/wiki/Lomustine"		No	"ATC:L01AD(Nitrosoureas)","NDFRT:N0000146475(LOMUSTINE)","RxNorm:6466(Lomustine)","UMLS:C0023972(Lomustine)"
PA164712874	Long-acting sulfonamides				Drug Class	null		No	"ATC:J01ED(Long-acting sulfonamides)"
PA450262	loperamide		"Imodium A-D","Imodium A-D Caplets","Maalox Anti-Diarrheal","Pepto Diarrhea Control","Loperamida [INN-Spanish]","Ioperamide","Loperamidum [INN-Latin]","Loperacap","PMS-Loperamide","Apo-Loperamide","Diarr-Eze","Kaopectate II","Imodium","Loperamide HCL","Rho-Loperamide","Nu-Loperamide"		Drug/Small Molecule	"BindingDB:50017698","ChEBI:6532","ChemSpider:3818","ClinicalTrials.gov:NCT00806299","DrugBank:DB00836","Drugs Product Database (DPD):2240415","FDA Drug Label at DailyMed:72a7ae47-cdf3-4949-b9f8-f29b153f787f","KEGG Compound:C07080","National Drug Code Directory:0378-2100-01","PubChem Compound:3955","PubChem Substance:46504591","PubChem Substance:9291","Therapeutic Targets Database:DAP000425","Web Resource:http://en.wikipedia.org/wiki/Loperamide"		No	"ATC:A07DA(Antipropulsives)","NDFRT:N0000147893(LOPERAMIDE)","RxNorm:6468(Loperamide)","UMLS:C0023992(Loperamide)"
PA450264	lopinavir	"ABT-378","LPV"	"Aluviran","Koletra"	"Kaletra (Lopinavir + Ritonavir)"	Drug/Small Molecule	"BindingDB:578","ChemSpider:83706","ClinicalTrials.gov:NCT00207948","DrugBank:DB01601","Drugs Product Database (DPD):2243643","HET:AB1","KEGG Compound:C12871","KEGG Drug:D01425","PDB:AB1","PubChem Compound:92727","PubChem Substance:10225535","PubChem Substance:46508588","Therapeutic Targets Database:DAP000708","Web Resource:http://en.wikipedia.org/wiki/Lopinavir"	Cc1cccc(c1OCC(=O)N[C@@H](Cc2ccccc2)[C@H](C[C@H](Cc3ccccc3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O)C	No	"MeSH:C112035(lopinavir)","NDFRT:N0000148672(LOPINAVIR)","RxNorm:195088(lopinavir)","UMLS:C0674432(lopinavir)"
PA164754806	loracarbef	"Loracarbefum [INN-Latin]"	"Loribid","Lorabid"		Drug/Small Molecule	"ChEBI:47544","DrugBank:DB00447","KEGG Compound:C08109","KEGG Drug:D00916","National Drug Code Directory:61570-170-01","PubChem Compound:3956","PubChem Substance:191326","Therapeutic Targets Database:DAP000434","Web Resource:http://en.wikipedia.org/wiki/Loracarbef"		No	"ATC:J01DC(Second-generation cephalosporins)","MeSH:C054920(loracarbef)","NDFRT:N0000148145(LORACARBEF)","RxNorm:28981(loracarbef)","UMLS:C0065295(loracarbef)"
PA450266	loratadine	"Loratadina [Spanish]","Loratadinum [Latin]"	"Clarityne","Claritin","Lorastine","Roletra","Loracert","Talorat Dy","Polaratyne","Loradif","Claratyne","Lisino","Pylor","Bedix Loratadina","Nularef","Rinomex","Rhinase","Sensibit","Claritine","Loranox","Lorfast","Allertidin","Aerotina","Loritine","Lesidas","Lorantis","Zeos","Alerpriv","Claritin Reditabs","Sohotin","Loratyne","Lomilan","Bonalerg","Lertamine","Tadine","Civeran","Fristamin","Biloina","Clarinase","Histaloran","Sanelor","Optimin","Loraver","Lowadina","Velodan","Alavert","Alarin","Restamine","Sinhistan Dy","Claritin-D","Loradex","Lergy","Clarinase Reperabs","Clarityn","Versal"	"Chlor-Tripolon ND SRT (Loratadine + Pseudoephedrine Sulfate)","Claritin Allergy + Sinus Extra Strength (Loratadine + Pseudoephedrine Sulfate)","Liberator (Loratadine + Pseudoephedrine Sulfate)"	Drug/Small Molecule	"BindingDB:22876","ChemSpider:3820","DrugBank:DB00455","Drugs Product Database (DPD):2244692","FDA Drug Label at DailyMed:cd9f981a-0cdf-48ea-91b7-b5c25632e2c2","KEGG Drug:D00364","National Drug Code Directory:0378-1925-01","PubChem Compound:3957","PubChem Substance:192028","PubChem Substance:46507853","Therapeutic Targets Database:DAP000101","Web Resource:http://en.wikipedia.org/wiki/Loratadine"	CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2nccc4)Cl)CC1	No	""ATC:C09AA(ACE inhibitors, plain)"","ATC:R06AX(Other antihistamines for systemic use)","NDFRT:N0000148306(LORATADINE)","RxNorm:28889(Loratadine)","UMLS:C0065180(Loratadine)"
PA450267	lorazepam	"O-Chloroxazepam","(+/-)-Lorazepam","L-Lorazepam Acetate","O-Chlorooxazepam"	"Idalprem","Temesta","Lorax","Loraz","Psicopax","Alzapam","Lorsilan","Securit","Ativan","Anxiedin","Bonatranquan","Almazine","Lorabenz","Somagerol","Tavor","Lorazepam Intensol","Quait","Wypax","Pro Dorm","Aplacassee","Sedatival","Emotival","Delormetazepam","Sedazin","Punktyl"		Drug/Small Molecule	"ChemSpider:3821","ClinicalTrials.gov:NCT00424697","ClinicalTrials.gov:NCT01393288","DrugBank:DB00186","Drugs Product Database (DPD):2243278","FDA Drug Label at DailyMed:5ff82103-cc57-4af9-9362-82a7c686271d","KEGG Drug:D00365","National Drug Code Directory:0054-3532-44","PubChem Compound:3958","PubChem Substance:156663","PubChem Substance:46508468","Therapeutic Targets Database:DAP000237","Web Resource:http://en.wikipedia.org/wiki/Lorazepam"	c1ccc(c(c1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O)Cl	No	"ATC:N05BA(Benzodiazepine derivatives)","NDFRT:N0000146205(LORAZEPAM)","RxNorm:6470(Lorazepam)","UMLS:C0024002(Lorazepam)"
PA136437519	Lorenzo's oil				Drug/Small Molecule	null		No	null
PA165958395	lornoxicam	"safem","cltx","ctx","chlortenoxicam","acabel","lornoxicamum [inn-latin]","telos","xefo","xefocam","lorcam (tn)","taigalor","lornoxicamum","lorcam"	"Lorcam","Xafon"		Drug/Small Molecule	"ChemSpider:4445392","DrugBank:DB06725","KEGG Drug:D01866","PubChem Compound:5282204","PubChem Substance:99443271"		No	"ATC:M01AC(Oxicams)","RxNorm:20890(lornoxicam)","UMLS:C0055477(lornoxicam)"
PA450268	losartan	"losartan potassium"	"Hyzaar","Lortaan","Cozaar","DUP 89","Lacidipine"		Drug/Small Molecule	"ChEBI:6541","ChemSpider:3824","ClinicalTrials.gov:NCT00617877","ClinicalTrials.gov:NCT00683124","ClinicalTrials.gov:NCT00732966","DrugBank:DB00678","Drugs Product Database (DPD):2182882","FDA Drug Label at DailyMed:5ac32c20-169d-475a-fc8a-934f758d6ab0","IUPHAR Ligand:590","KEGG Compound:C07072","National Drug Code Directory:0006-0951-54","PubChem Compound:3961","PubChem Substance:205151","PubChem Substance:46506538","Therapeutic Targets Database:DAP000523","Web Resource:http://en.wikipedia.org/wiki/Losartan"	CCCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4[nH]nnn4)CO)Cl	No	""ATC:C09CA(Angiotensin II antagonists, plain)"","MeSH:C505809(hyzaar)","NDFRT:N0000148401(LOSARTAN)","RxNorm:52175(Losartan)","UMLS:C0126174(Losartan)"
PA164764569	loteprednol etabonate	"Loteprednol etabonate"	"Zylet","Lotemax","Loteflam","Alrex"	"Zylet (0.5% loteprednol etabonate + 0.3% tobramycin)"	Drug/Small Molecule	"ChEBI:50848","DrugBank:DB00873","FDA Drug Label at DailyMed:f37d74ac-5f9c-40a8-b43b-35148fc66bbe","KEGG Drug:D01689","National Drug Code Directory:24208-299-25","PubChem Compound:444025","PubChem Substance:7848752","Therapeutic Targets Database:DAP001045","Web Resource:http://en.wikipedia.org/wiki/Loteprednol"		No	""ATC:S01BA(Corticosteroids, plain)"","MeSH:C063378(loteprednol etabonate)","NDFRT:N0000148544(LOTEPREDNOL ETABONATE)","RxNorm:52177(loteprednol etabonate)","UMLS:C0126177(loteprednol etabonate)"
PA450272	lovastatin	"Lovastatinum [Latin]","Lovastatina [Spanish]","6 alpha-Methylcompactin","lovastatin","Lovastatine [French]"	"Artein","Lovastin","Mevacor","Lozutin","Monacolin K","Colevix","Nergadan","Lovalord","Cholestra","Lipdip","Altocor","Taucor","Mevinacor","Lipofren","Hipovastin","Rodatin","Altoprev","Lovasterol","Tecnolip","Rovacor","Teroltrat","Lestatin","Sivlor","Lipivas","Lovalip","Hipolip","Closterol","Mevlor","Belvas","Paschol"		Drug/Small Molecule	"ChEBI:40303","ChemSpider:48085","DrugBank:DB00227","Drugs Product Database (DPD):2243127","FDA Drug Label at DailyMed:73f92f9b-3715-4699-ba60-1ffecd677e23","HET:803","KEGG Compound:C07074","KEGG Drug:D00359","National Drug Code Directory:0378-6510-91","PDB:803","PubChem Compound:53232","PubChem Substance:191104","PubChem Substance:46508223","Therapeutic Targets Database:DAP000551","Web Resource:http://en.wikipedia.org/wiki/Lovastatin"	CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C	No	"ATC:C10AA(HMG CoA reductase inhibitors)","NDFRT:N0000147602(LOVASTATIN)","RxNorm:6472(Lovastatin)","UMLS:C0024027(Lovastatin)"
PA164712877	Low-ceiling diuretics and potassium-sparing agents				Drug Class	null		No	"ATC:C03EA(Low-ceiling diuretics and potassium-sparing agents)"
PA164712875	Low-ceiling Diuretics, Excl. Thiazides				Drug Class	null		No	""ATC:C03B(Low-ceiling Diuretics, Excl. Thiazides)""
PA164712876	Low-ceiling Diuretics, Thiazides				Drug Class	null		No	""ATC:C03A(Low-ceiling Diuretics, Thiazides)""
PA164712878	Low-energy diets				Drug Class	null		No	"ATC:V06AA(Low-energy diets)"
PA450273	loxapine		"Dibenzoazepine","Loxapin","Hydrofluoride 3170","Loxapac","Loxitane C","Lossapina [Dcit]","Loxapina [INN-Spanish]","Loxitane Im","Loxapinum [INN-Latin]","Cloxazepine","Loxapine [Usan:Ban:Inn]","Oxilapine","Loxepine","Dibenzacepin"		Drug/Small Molecule	"BindingDB:22871","ChEBI:50841","ChemSpider:3827","DrugBank:DB00408","Drugs Product Database (DPD):2255448","FDA Drug Label at DailyMed:1a03c19b-d44f-ae98-f404-022eb8392677","IUPHAR Ligand:205","KEGG Compound:C07104","KEGG Drug:D02340","National Drug Code Directory:0378-7005-01","PubChem Compound:3964","PubChem Substance:46505047","PubChem Substance:9315","Therapeutic Targets Database:DAP000311","Web Resource:http://en.wikipedia.org/wiki/Loxapine"	CN1CCN(CC1)C2=Nc3ccccc3Oc4c2cc(cc4)Cl	No	""ATC:N05AH(Diazepines, oxazepines and thiazepines)"","NDFRT:N0000147894(LOXAPINE)","RxNorm:6475(Loxapine)","UMLS:C0024056(Loxapine)"
PA166049180	loxoprofen				Drug/Small Molecule	"PubChem Compound:3965"		No	"ATC:M01AE(Propionic acid derivatives)"
PA164777012	lubiprostone	"RU-0211","lubiprostone"	"Amitiza"		Drug/Small Molecule	"ChemSpider:571057","DrugBank:DB01046","FDA Drug Label at DailyMed:d474ac6a-444d-4aa6-9986-24be6fcf811d","KEGG Compound:C13707","KEGG Drug:D04790","National Drug Code Directory:64764-080-60","PubChem Compound:656719","PubChem Substance:46505874","PubChem Substance:586296","Therapeutic Targets Database:DAP000208","Web Resource:http://en.wikipedia.org/wiki/Lubiprostone"		No	"NDFRT:N0000171750(LUBIPROSTONE)","RxNorm:623033(lubiprostone)","UMLS:C1684405(lubiprostone)"
PA164748783	lucanthone	"lucanthone","Lucanthonum [inn-latin]","1-((2-(Diethylamino)ethyl)amino)-4-methylthioxanthen-9-one","Lucanthon","1-[[2-(Diethylamino)ethyl]amino]-4-methylthioxanthone","Lucantona [inn-spanish]","Lucanthone hydrochloride","Lucanthone monohydrochloride"	"Nilodin","Scapuren","Tixantone","Miracol","Miracil D"		Drug/Small Molecule	"ChEBI:51052","ChemSpider:9772","DrugBank:DB04967","KEGG Compound:C11715","PubChem Compound:10180","PubChem Substance:11405383","PubChem Substance:46507260","Therapeutic Targets Database:DAP001003"		No	"NDFRT:N0000167264(Lucanthone [Chemical/Ingredient])","UMLS:C0024071(Lucanthone [Chemical/Ingredient])"
PA166114483	lumacaftor	"VX-809"			Drug/Small Molecule	"PubChem Compound:16678941"		No	null
PA165111722	lumefantrine	"benflumetol"			Drug/Small Molecule	"BindingDB:50123012","ChEBI:156095","DrugBank:DB06708","FDA Drug Label at DailyMed:7866ec19-dfac-47d4-a53f-511a12643cbf","KEGG Drug:D03821","National Drug Code Directory:0078-0568-45","PubChem Compound:6437380","PubChem Substance:99443260"		No	"NDFRT:N0000178418(LUMEFANTRINE)","RxNorm:847728(lumefantrine)","UMLS:C0531104(lumefantrine)"
PA164769031	lumiracoxib	"COX 189","lumiracoxib"	"Prexige"		Drug/Small Molecule	"BindingDB:50207446","ChemSpider:133236","DrugBank:DB01283","Drugs Product Database (DPD):2288036","KEGG Drug:D03714","PubChem Compound:151166","PubChem Substance:17397805","PubChem Substance:46506378","Therapeutic Targets Database:DAP000970","Web Resource:http://en.wikipedia.org/wiki/Lumiracoxib"		No	"ATC:M01AH(Coxibs)"
PA164712879	Lung surfactants				Drug Class	null		No	"ATC:R07AA(Lung surfactants)"
PA166117453	lurbinectedin				Drug/Small Molecule	null		No	null
PA164750539	lutropin alfa	"LH-B","LSH-B","Luteinizing hormone beta subunit","Lutropin beta chain precursor","LSH- beta"	"Luveris"		Drug/Small Molecule	"DrugBank:DB00044","Drugs Product Database (DPD):2269066","FDA Drug Label at DailyMed:ae1977ed-32ea-4cbf-b51d-ce4a438215b8","GenBank:X00264","National Drug Code Directory:44087-1375-1","Therapeutic Targets Database:DAP001103","UniProtKB:P01229","Web Resource:http://en.wikipedia.org/wiki/Lutropin_alfa"		No	"ATC:G03GA(Gonadotropins)","NDFRT:N0000148867(LUTROPIN ALFA)","RxNorm:388084(Lutropin alfa)","UMLS:C1271607(Lutropin alfa)"
PA165816891	LY2140023	"LY2140023"			Drug/Small Molecule	"PubChem Compound:25195354"		No	null
PA161660849	LY686017				Drug/Small Molecule	null		No	null
